feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,target
74.7,65.4,1013.3,16.4,11.4,14.0,83.8,68.0,0
72.6,59.8,1013.3,19.4,7.2,12.8,81.0,63.9,1
69.9,52.3,1014.0,19.9,3.8,10.9,84.9,56.8,0
69.5,50.6,1018.3,19.1,5.0,9.9,79.9,56.8,0
67.6,50.1,1019.7,19.1,1.6,5.8,81.0,54.0,0
66.5,50.9,1018.1,19.9,3.2,8.9,75.9,57.9,1
65.2,60.2,1014.3,3.6,4.3,8.9,70.9,61.9,1
69.0,63.1,1017.3,6.5,3.9,9.9,70.9,66.9,1
66.0,60.1,1020.2,6.6,1.0,3.9,77.0,59.9,0
67.6,54.9,1016.2,16.9,2.5,8.0,74.8,61.9,0
61.5,49.0,1014.5,19.7,4.3,8.0,70.0,57.9,1
59.8,54.6,1012.2,8.2,4.7,8.0,63.0,57.9,1
61.0,52.8,1019.1,8.8,2.6,5.8,73.9,51.1,0
60.4,55.3,1017.8,9.8,3.4,14.0,70.9,54.0,1
48.3,42.9,1022.9,13.9,7.5,11.8,52.0,43.9,1
49.2,41.7,1024.1,14.5,9.2,15.0,55.9,45.9,1
49.2,40.2,1023.7,14.7,3.7,11.8,63.9,36.0,0
58.0,49.7,1014.0,17.6,4.3,11.8,66.9,52.0,0
62.0,52.1,1016.1,16.5,6.4,10.9,72.9,52.0,0
70.3,60.2,1010.0,11.9,11.1,15.0,86.0,63.0,1
67.5,51.6,1015.2,17.2,5.2,15.9,79.0,59.0,0
61.2,53.3,1016.8,16.1,4.1,9.9,72.9,54.9,1
66.5,61.3,1008.0,10.1,10.5,15.9,69.1,64.0,1
63.5,58.6,1008.8,7.2,5.1,11.8,74.8,59.0,1
64.8,60.9,1010.0,7.5,6.0,15.0,68.0,63.0,1
59.9,55.1,1021.7,12.0,9.1,14.0,63.0,57.9,1
63.7,59.3,1016.9,8.0,5.3,9.9,70.0,59.9,1
60.3,54.1,1012.7,16.5,3.3,8.0,66.9,52.0,0
60.0,54.1,1014.1,15.2,3.2,7.0,65.8,55.9,1
60.4,55.2,1015.2,5.0,3.9,7.0,63.9,57.9,1
59.7,53.7,1015.2,6.8,3.1,11.8,75.9,50.0,0
64.9,58.9,1011.1,11.9,6.2,15.0,72.0,59.9,1
56.1,40.0,1020.7,17.2,8.9,12.8,64.9,45.9,0
54.2,41.8,1025.1,18.6,3.1,11.8,68.0,43.0,0
54.9,47.9,1017.8,12.2,5.6,9.9,61.0,52.0,1
59.8,56.8,1011.4,5.2,4.6,8.9,66.9,55.9,1
70.1,63.6,1008.1,8.4,7.8,17.9,82.9,63.9,0
73.7,64.5,1006.4,12.4,12.5,22.9,79.0,68.9,0
63.6,57.3,1008.7,8.1,8.9,19.8,75.9,54.0,1
60.9,54.4,1006.6,12.4,10.2,17.9,68.0,54.9,1
49.0,38.2,1012.1,19.1,7.7,14.0,61.9,38.8,0
55.1,43.3,1014.2,15.5,3.1,8.0,70.0,43.9,0
60.8,46.0,1021.1,19.5,3.8,11.8,81.9,45.9,0
61.3,46.6,1019.6,18.7,4.8,11.8,72.9,47.8,0
50.9,29.4,1027.6,18.6,4.8,9.9,63.9,41.0,0
54.4,37.2,1024.3,19.9,4.6,12.8,68.9,47.8,0
56.7,45.6,1021.1,16.7,3.2,8.9,72.9,43.0,0
61.6,48.2,1017.0,15.4,3.3,9.9,72.9,52.0,0
56.7,39.7,1020.7,19.9,2.9,10.9,70.9,45.0,0
60.5,46.9,1017.0,18.9,6.7,12.8,75.9,50.0,0
64.5,50.7,1015.5,18.8,5.9,11.8,74.8,54.0,0
61.9,52.3,1014.7,13.6,3.0,11.8,77.9,48.9,0
65.2,46.9,1003.0,18.0,10.4,17.9,72.9,59.0,0
57.1,42.3,1011.1,19.9,7.7,16.9,66.9,46.9,0
53.8,42.7,1016.1,19.5,3.2,11.8,61.9,45.9,0
50.6,37.3,1019.9,18.8,5.3,14.0,55.9,41.9,0
41.7,30.4,1022.6,19.9,10.8,15.9,45.9,37.9,0
40.9,30.0,1020.2,19.3,3.1,7.0,54.9,30.0,0
44.0,34.5,1013.4,18.1,2.3,11.8,54.9,33.1,0
47.3,33.3,1004.2,19.9,6.2,18.8,56.8,36.9,0
42.3,27.9,1004.8,19.9,5.2,12.8,50.0,36.0,0
40.9,29.3,1013.4,19.7,9.5,12.8,45.9,36.9,1
38.2,25.1,1026.5,19.9,4.8,9.9,41.0,36.0,0
34.8,22.5,1028.0,17.6,7.3,11.8,36.0,34.0,0
29.5,16.3,1031.6,19.3,2.8,5.8,36.9,22.1,0
33.5,20.3,1027.7,19.9,5.1,12.8,41.9,29.1,0
41.5,34.3,1019.9,8.1,7.4,12.8,47.8,37.9,1
31.3,18.9,1025.1,13.0,7.2,11.8,41.9,25.2,0
26.7,15.0,1033.1,15.3,4.0,7.0,36.0,21.0,0
30.4,17.3,1032.9,19.9,5.1,13.0,48.0,21.9,0
44.0,34.8,1023.0,13.6,5.2,10.9,52.9,38.8,0
48.1,41.8,1015.3,5.8,5.4,8.9,59.0,37.9,0
56.2,44.2,1007.5,11.8,3.4,10.9,70.0,48.9,0
51.9,44.8,1006.4,12.7,2.2,7.0,61.0,43.9,1
45.8,41.1,1009.3,10.8,8.0,11.8,50.0,43.9,1
38.9,35.4,1020.2,8.8,4.8,9.9,46.9,32.0,0
48.2,38.0,1011.8,17.6,8.2,12.8,61.0,39.9,0
41.3,36.2,1012.2,9.9,5.1,11.8,54.0,37.9,0
42.0,38.8,1013.9,2.7,8.6,12.8,50.0,37.9,1
50.5,48.3,1001.9,3.0,6.9,14.0,54.9,45.0,1
38.0,29.7,997.6,15.2,11.5,19.8,54.9,29.1,1
35.6,25.6,1013.3,18.4,2.5,5.8,46.9,27.1,0
36.7,28.0,1019.4,13.5,2.3,9.9,47.8,27.0,1
41.9,35.6,1009.5,4.9,4.3,10.9,47.8,37.9,1
33.8,26.7,1011.2,8.2,3.9,8.9,41.0,30.0,0
43.4,37.5,1002.9,6.9,4.7,14.0,48.9,34.9,1
41.3,34.7,1008.2,10.2,7.6,11.8,48.9,36.0,1
34.5,26.5,1018.8,17.8,5.0,11.8,45.9,26.1,0
38.6,29.9,1020.2,19.7,1.8,7.0,57.9,28.0,0
42.7,33.3,1021.1,19.9,4.4,11.8,50.0,34.0,0
35.6,29.4,1027.5,19.7,6.7,8.9,45.9,30.0,0
45.7,41.2,1012.7,8.9,5.6,14.0,64.9,34.0,0
38.5,35.8,1013.9,7.8,8.3,14.0,56.8,30.0,1
29.5,27.1,1006.0,4.6,13.1,15.9,31.1,27.1,1
24.0,19.0,1010.8,7.2,12.9,16.9,29.1,20.1,0
18.6,11.5,1026.8,13.8,10.0,18.8,24.1,14.0,0
15.7,13.6,1032.7,11.5,2.7,9.9,29.1,6.1,0
30.6,26.8,1021.6,15.8,7.7,11.1,36.9,26.1,0
31.3,22.9,1023.2,15.8,13.9,24.9,41.9,26.1,0
21.3,14.3,1027.0,19.9,9.7,15.9,27.1,17.1,0
28.8,23.9,1015.3,19.5,4.4,11.8,41.0,22.1,0
32.6,30.2,1007.0,8.2,1.4,8.0,38.8,27.1,1
29.7,26.4,1008.1,5.5,11.7,22.0,36.9,24.1,1
24.5,21.8,1014.4,6.5,6.0,11.8,29.1,21.9,1
17.8,13.4,1022.5,7.7,10.0,15.9,30.0,11.1,0
14.1,10.4,1032.7,7.8,6.1,14.0,18.1,10.0,0
20.9,16.8,1021.5,14.8,9.4,13.0,26.1,14.0,0
26.8,24.2,1017.2,8.8,5.4,11.8,28.0,23.0,1
17.8,14.6,1029.6,6.9,12.2,17.9,23.0,12.9,0
4.0,2.1,1031.7,7.8,3.0,8.0,12.0,-2.9,0
14.7,11.2,1021.0,10.6,5.6,9.9,23.0,5.0,0
21.1,18.7,1012.2,6.9,1.3,4.9,31.1,16.2,0
25.0,22.8,1010.3,2.9,5.2,12.8,29.1,18.1,0
31.8,30.5,1008.9,2.1,7.5,11.8,34.9,27.1,1
29.7,28.3,1006.5,3.9,7.7,11.8,34.9,26.1,1
22.6,20.4,1012.4,6.8,3.0,9.9,28.0,17.1,0
22.9,18.8,1014.8,10.7,5.2,8.0,29.1,18.1,0
28.6,23.6,1008.3,17.4,6.3,12.8,32.0,25.2,0
18.6,14.7,1016.2,9.5,5.5,10.9,26.1,10.0,0
10.7,5.8,1019.1,15.3,7.2,12.8,19.0,2.1,0
-3.1,-12.2,1027.7,14.9,7.7,12.8,3.0,-8.0,0
-7.1,-16.4,1036.0,10.7,4.8,9.9,0.1,-13.9,0
2.3,-4.8,1034.5,9.1,1.3,3.9,8.1,-2.9,0
2.9,-3.8,1035.6,13.5,4.8,9.9,11.1,-2.9,0
-1.5,-7.3,1030.3,10.0,1.3,4.9,10.0,-11.0,0
6.8,2.0,1026.2,8.3,1.6,4.9,11.1,2.1,0
5.2,-1.0,1021.3,8.9,5.8,9.9,9.1,0.1,0
-3.0,-10.3,1021.7,15.1,1.7,7.0,7.2,-10.8,0
4.0,-4.2,1022.2,14.1,5.9,14.0,8.1,1.0,0
-1.9,-10.2,1027.3,12.4,5.7,16.9,9.1,-10.8,0
6.3,1.0,1024.3,4.5,6.0,9.9,10.0,2.1,0
0.0,-7.2,1028.9,9.4,6.5,11.8,10.0,-4.9,0
-11.7,-18.5,1037.0,9.7,4.1,11.8,0.1,-22.0,0
10.2,4.9,1027.5,8.5,8.1,11.8,22.1,1.0,0
24.2,21.0,1018.4,4.4,5.0,14.0,37.9,15.1,0
35.6,29.0,1015.2,15.2,3.8,10.9,43.9,25.2,0
38.0,32.0,1010.9,19.9,2.1,5.8,43.9,32.9,0
32.0,30.4,1012.6,7.5,1.8,8.0,39.9,25.0,0
34.7,33.6,1015.4,1.5,7.7,14.0,36.9,31.1,1
24.6,22.5,1020.1,4.0,5.9,9.9,30.0,17.1,0
33.2,31.6,1008.6,2.5,3.4,14.0,39.9,30.0,1
33.7,29.5,1014.7,12.2,6.6,15.0,36.0,32.0,1
29.6,25.4,1019.2,8.0,9.1,15.0,32.0,27.1,1
23.8,17.7,1021.9,17.4,2.8,9.9,34.9,16.2,0
28.4,23.5,1024.6,16.6,2.0,8.0,37.9,21.0,0
36.0,29.4,1019.8,18.5,3.8,9.9,45.9,30.0,0
37.6,29.5,1006.5,18.8,6.6,11.8,41.9,32.9,0
30.6,24.1,1012.8,15.3,7.8,15.0,36.9,27.1,0
27.8,23.0,1013.5,16.0,1.5,5.8,39.9,20.1,0
33.7,27.0,1011.3,19.2,3.4,11.8,45.0,26.1,0
42.3,30.6,1005.6,18.2,8.0,12.8,54.9,36.0,0
25.4,15.7,1015.7,19.1,9.4,22.0,46.9,12.0,0
21.7,14.9,1015.6,19.9,8.0,11.8,26.1,18.1,0
23.8,19.7,1012.9,8.7,4.6,8.9,30.0,21.0,0
18.8,12.8,1021.9,9.8,7.3,10.9,31.1,13.1,0
13.5,7.1,1024.8,19.5,6.8,14.0,30.0,5.0,0
26.3,20.7,1008.8,11.7,9.3,14.0,30.0,23.0,0
22.8,15.9,1019.8,8.5,13.9,17.9,28.0,17.1,0
18.3,11.9,1025.0,8.6,4.8,9.9,23.0,14.0,0
20.4,12.5,1022.9,13.8,5.8,11.8,32.0,13.1,0
26.9,20.2,1017.2,11.9,10.2,19.8,34.0,22.1,0
31.1,21.5,1018.5,17.0,11.0,25.8,37.9,23.0,0
32.3,22.8,1020.1,19.5,3.6,9.9,55.9,22.1,0
39.7,30.6,1007.7,17.0,2.1,11.8,54.9,28.0,0
35.7,30.1,1010.2,16.9,4.5,9.9,43.9,28.0,0
30.8,28.0,1019.7,3.4,6.3,10.9,34.0,29.1,1
30.3,26.8,1022.1,5.0,5.4,9.9,34.0,29.1,1
35.2,27.7,1018.7,8.2,1.7,5.8,54.0,25.2,0
42.8,31.3,1012.0,18.1,4.0,15.0,63.9,30.0,0
42.8,33.8,1002.0,15.8,5.8,11.8,57.0,36.9,0
37.1,24.5,1003.5,17.2,5.3,10.9,52.9,25.2,0
42.8,28.7,1003.2,19.9,7.4,15.0,54.9,36.0,0
39.8,32.5,1008.5,12.0,11.9,24.9,50.9,31.1,1
29.2,21.4,1014.8,13.4,17.2,28.0,36.0,22.1,0
25.0,18.1,1017.3,18.1,8.4,15.0,35.1,19.2,0
16.0,7.1,1032.9,14.7,12.0,15.9,24.3,8.2,0
22.3,13.9,1033.2,19.1,3.4,9.9,39.0,10.2,0
36.6,27.4,1019.2,19.9,7.1,12.0,54.0,26.2,0
42.1,31.7,1008.8,19.9,3.8,9.9,55.0,32.0,0
41.1,27.0,1015.6,18.0,8.0,17.9,50.0,33.1,0
40.0,30.1,1015.2,17.6,5.8,10.9,57.0,32.0,0
51.8,41.5,1003.3,14.6,4.2,12.8,72.0,39.9,0
57.0,40.9,994.0,19.9,11.7,17.9,69.1,45.0,0
45.9,35.8,1004.2,14.0,4.9,10.9,53.1,41.0,1
43.5,27.0,1008.7,19.9,6.9,17.9,61.0,34.0,0
50.3,34.0,1003.2,19.3,3.6,8.9,72.0,36.0,0
46.9,36.0,1008.3,12.6,8.9,15.0,68.0,34.0,0
53.7,46.8,1008.5,8.7,2.8,8.0,64.9,43.0,0
51.1,45.4,1014.2,8.6,7.2,15.9,62.1,42.1,1
39.1,26.1,1027.4,19.5,10.4,14.0,45.0,33.1,1
42.0,36.5,1014.7,9.6,8.3,12.8,45.0,39.9,1
40.5,35.4,1019.4,7.3,8.4,14.0,48.0,37.0,1
40.4,31.5,1024.4,12.6,4.9,11.8,48.0,32.0,0
42.5,33.3,1018.5,16.2,7.9,11.8,51.1,37.0,0
41.9,32.7,1015.5,14.4,8.2,23.9,48.9,37.0,1
32.0,20.2,1024.5,19.9,12.9,17.9,37.0,27.1,0
33.1,21.8,1022.9,19.7,5.4,14.0,46.9,26.2,0
39.9,31.8,1009.0,15.1,9.0,21.0,52.0,33.1,0
33.1,20.8,1016.2,15.5,9.4,14.0,43.0,27.1,0
30.3,21.4,1017.8,11.0,6.9,16.9,39.9,24.3,0
20.5,11.2,1020.8,15.5,6.7,15.9,42.1,7.2,0
32.0,21.5,1012.2,16.6,10.6,22.0,41.0,20.1,0
17.8,6.1,1022.8,18.6,7.4,15.9,27.1,12.2,0
19.6,8.2,1027.3,18.0,8.9,15.0,41.0,10.2,0
37.2,22.3,1019.7,17.6,9.8,14.0,55.0,27.1,0
41.8,31.1,1018.3,14.2,5.6,14.0,57.9,32.0,0
51.7,41.1,1016.3,12.5,7.2,14.0,73.9,37.9,0
51.4,42.4,1007.8,5.8,4.2,8.9,70.0,39.0,0
55.4,43.6,1000.8,12.3,9.2,22.0,66.0,50.0,1
52.4,34.5,1005.0,19.1,8.6,16.9,66.0,37.9,0
59.8,36.8,999.6,19.9,9.3,22.0,75.0,50.0,0
53.4,38.7,998.5,15.9,13.2,21.0,73.0,42.1,0
56.6,34.4,998.0,18.4,6.8,15.9,75.9,43.0,0
49.5,40.6,989.5,9.5,11.5,22.0,70.0,35.1,1
34.8,27.0,1006.8,10.2,20.0,24.9,42.1,32.0,0
38.3,23.9,1022.8,19.9,8.8,15.9,51.1,29.1,0
48.2,26.4,1016.6,19.9,7.8,17.9,69.1,31.1,0
51.0,36.3,1003.8,19.9,9.6,22.0,66.9,41.0,0
41.2,25.5,1021.7,19.1,6.7,14.0,55.0,30.2,0
51.0,32.1,1018.7,19.7,4.5,14.0,72.0,36.0,1
57.3,36.0,1008.5,17.5,12.2,23.9,68.0,48.0,0
57.3,45.3,1001.9,12.3,12.4,19.8,63.0,48.9,1
50.7,41.7,995.0,19.1,11.3,18.1,64.9,45.0,1
47.1,37.6,1007.0,19.5,7.5,14.0,52.0,42.1,1
42.5,33.6,1011.3,14.2,14.3,19.8,51.1,37.0,1
41.4,32.0,1017.7,18.4,3.8,9.9,51.1,31.1,1
44.0,33.5,1022.9,19.5,3.8,9.9,55.9,33.1,0
50.9,34.8,1020.9,19.9,5.1,12.8,69.1,37.0,0
56.7,42.4,1016.5,18.4,1.9,9.9,71.1,43.0,0
61.1,47.1,1015.0,13.0,8.5,19.8,77.0,46.0,0
63.7,53.4,1006.6,12.8,15.8,24.9,73.9,57.9,1
60.4,48.3,1003.7,19.4,12.0,17.9,69.1,52.0,1
55.1,36.6,1013.9,19.3,10.3,22.0,66.9,43.0,0
49.7,30.7,1021.8,23.6,8.1,14.0,63.0,39.0,0
50.2,34.2,1025.1,17.4,8.1,17.9,61.0,37.9,0
62.4,45.4,1017.8,18.8,6.6,12.8,82.0,46.9,0
67.9,55.5,1014.7,16.4,8.2,15.0,78.1,60.1,0
70.6,57.8,1007.5,14.8,12.3,16.9,82.0,61.0,0
66.4,59.2,1010.1,15.2,5.4,15.0,81.0,59.0,1
61.0,51.1,1016.0,12.1,6.1,15.9,68.0,53.1,1
57.1,38.5,1021.4,19.7,7.2,12.8,73.0,43.0,0
60.7,43.2,1018.8,16.6,4.7,15.0,72.0,48.0,0
61.7,47.8,1007.9,17.3,10.0,14.0,73.9,50.0,0
54.9,38.3,1016.8,23.6,10.4,23.9,71.1,42.1,1
57.8,36.1,1020.5,22.4,1.3,5.8,66.9,50.0,0
58.4,35.7,1017.1,24.6,5.9,15.9,70.0,46.0,0
56.5,34.7,1015.8,24.0,5.9,9.9,68.0,44.1,0
59.2,43.5,1007.6,18.2,9.9,14.0,73.0,48.0,1
56.1,46.5,1006.7,11.4,7.2,11.8,72.0,50.0,0
51.5,44.4,1010.7,10.9,6.5,11.8,63.0,44.1,1
57.3,51.6,1006.1,7.4,9.3,15.9,63.0,52.0,0
59.6,49.2,1003.0,13.9,9.8,15.9,68.0,50.0,1
55.0,42.1,1011.2,19.9,7.3,15.0,64.0,46.0,0
63.4,51.0,1001.7,16.2,8.6,21.0,80.1,54.0,1
58.0,42.2,999.5,16.5,11.0,17.9,66.0,51.1,0
54.6,39.3,1007.8,20.1,5.8,15.9,69.1,45.0,0
61.9,52.8,1002.4,14.2,10.1,14.0,68.0,55.9,1
63.9,58.1,1010.6,9.5,9.0,15.0,68.0,61.0,1
65.9,63.2,1012.6,8.9,7.9,19.0,73.0,63.0,1
69.2,66.2,1013.3,6.7,9.1,14.0,81.0,64.0,1
76.0,67.2,1010.0,15.5,12.9,22.9,84.9,69.1,0
73.8,64.5,1009.6,14.6,9.1,11.8,82.9,70.0,1
66.7,52.2,1013.9,18.6,3.6,9.9,75.0,57.0,0
62.6,42.2,1015.0,18.4,4.1,9.9,73.9,55.0,0
61.1,44.0,1018.5,18.4,3.2,8.0,71.1,51.1,0
65.0,50.6,1017.8,19.9,6.2,9.9,73.0,59.0,0
62.4,55.6,1015.0,14.5,6.0,9.9,68.0,59.0,1
60.8,55.7,1013.7,13.4,7.2,15.0,73.0,53.1,1
73.6,64.9,1005.9,12.8,8.1,16.9,86.0,68.0,0
73.6,63.3,1006.5,14.6,5.2,17.9,86.0,66.0,1
70.2,62.2,1004.2,12.4,5.3,15.9,82.0,63.0,1
61.4,47.1,1012.4,19.7,10.4,19.8,71.1,51.1,0
63.6,46.4,1018.8,16.4,2.9,8.0,75.0,51.1,0
66.8,52.9,1018.3,17.9,3.2,9.9,79.0,54.0,0
72.8,59.6,1013.2,16.5,9.0,15.0,84.9,63.0,1
70.7,60.3,1010.2,13.7,9.4,14.0,80.1,63.0,0
70.2,61.3,1006.2,10.1,9.4,15.0,82.9,62.1,0
69.7,60.7,1000.1,14.3,9.1,14.0,82.0,64.0,1
64.0,57.0,1001.7,12.0,1.7,8.0,71.1,59.0,1
59.5,53.7,1005.8,17.6,5.6,15.9,68.0,54.0,1
62.6,57.6,994.8,13.8,11.3,18.8,66.9,60.1,1
62.4,50.6,1009.0,15.1,13.5,19.8,75.9,54.0,1
64.4,49.9,1016.0,18.1,6.8,15.9,75.0,57.0,1
62.0,45.9,1017.7,18.1,4.0,11.8,73.9,48.0,0
70.8,57.4,1011.3,18.7,3.8,8.9,82.9,60.1,0
76.4,60.0,1010.4,18.6,4.9,14.0,91.0,64.0,0
72.1,49.6,1013.4,22.2,10.5,19.8,87.1,63.0,0
61.8,40.7,1016.0,22.0,9.7,15.0,71.1,54.0,0
64.1,44.9,1011.9,23.4,3.8,15.0,78.1,52.0,0
74.2,58.3,1006.3,17.2,4.3,12.8,93.0,60.1,0
83.1,69.8,1005.7,13.0,5.0,11.8,96.1,66.9,0
85.9,70.9,1007.3,16.5,7.7,14.0,100.9,75.0,0
89.5,62.1,1000.1,17.6,8.5,15.9,100.0,80.1,0
75.9,60.6,1004.9,14.6,11.7,17.9,96.1,66.9,0
68.7,50.4,1017.8,18.0,5.0,11.8,77.0,59.0,0
65.9,49.2,1021.9,21.1,3.0,8.9,75.9,53.1,0
67.3,46.5,1019.8,19.9,2.1,8.0,78.1,55.0,0
69.3,47.5,1018.7,19.0,4.6,11.8,81.0,57.0,0
70.9,49.8,1017.8,19.9,7.6,15.0,82.9,59.0,0
73.2,52.6,1015.4,18.8,8.2,14.0,87.1,61.0,0
79.1,57.7,1008.9,17.4,8.6,12.8,96.1,66.0,0
79.3,52.7,1011.8,18.2,4.7,14.0,93.0,66.9,0
76.9,55.2,1008.4,17.7,7.6,18.8,100.0,60.1,0
89.6,61.1,1000.7,14.1,13.0,17.9,100.9,81.0,0
84.5,66.6,1006.8,16.6,9.7,14.0,96.1,77.0,0
76.3,60.7,1014.7,17.9,7.7,10.9,84.0,66.0,1
75.5,58.6,1016.1,17.0,4.3,14.0,89.1,63.0,0
77.3,61.0,1013.6,15.2,9.2,15.0,91.9,64.0,0
82.0,65.6,1013.7,10.9,7.7,14.0,98.1,69.1,0
86.6,62.3,1012.6,15.8,9.2,14.0,100.9,71.1,0
87.1,62.1,1010.2,18.1,9.0,15.9,100.0,72.0,0
80.2,65.3,1009.6,17.6,7.0,14.0,95.0,73.9,1
82.9,66.8,1009.8,15.6,10.0,12.8,95.0,75.9,0
85.4,62.1,1013.9,18.0,7.6,14.0,100.0,72.0,0
86.2,63.7,1017.0,19.9,5.5,9.9,100.0,73.0,0
84.7,65.0,1015.2,19.9,4.8,9.9,97.0,75.0,1
79.1,57.7,1018.8,19.9,5.2,9.9,89.1,66.0,0
77.6,55.5,1017.3,19.9,4.9,14.0,91.0,64.0,0
81.9,58.0,1014.9,18.4,7.6,14.0,100.9,66.9,0
88.4,61.5,1015.3,18.4,5.6,14.0,104.0,73.9,0
90.4,61.5,1016.4,18.0,4.4,11.8,106.0,75.9,0
90.3,61.9,1015.8,19.7,2.7,9.9,105.1,73.9,0
91.8,62.3,1012.4,19.9,3.3,10.9,109.0,77.0,0
87.6,67.4,1013.0,15.8,8.5,15.9,102.9,78.1,1
81.5,57.5,1016.2,18.2,3.7,8.9,95.0,66.0,0
83.2,60.7,1015.4,18.4,5.0,12.8,93.9,70.0,0
82.5,62.1,1013.3,16.6,3.2,9.9,93.9,75.0,0
85.1,63.2,1012.8,15.0,4.3,12.8,100.0,73.0,0
83.8,63.9,1014.7,17.8,8.1,14.0,98.1,72.0,1
86.6,62.4,1012.6,17.2,7.5,14.0,97.0,71.1,1
78.1,47.0,1016.9,18.2,7.0,15.0,91.9,64.0,0
74.0,47.3,1017.2,19.3,2.4,11.8,88.0,57.0,0
76.0,52.7,1016.8,19.7,6.1,11.8,88.0,68.0,0
70.7,60.3,1015.8,15.8,9.4,14.0,84.9,64.9,1
69.5,56.4,1013.4,12.4,6.4,15.9,79.0,60.1,0
64.7,46.2,1015.8,19.9,11.3,19.8,75.0,54.0,0
66.2,44.2,1018.7,19.9,4.6,11.1,80.1,51.1,0
69.2,50.5,1018.7,19.7,2.2,9.9,80.1,57.9,0
68.0,54.7,1018.4,18.3,2.8,9.9,82.0,55.9,1
66.8,58.3,1017.5,9.7,5.1,9.9,75.9,60.1,1
72.5,63.8,1015.0,3.5,6.8,12.8,84.9,64.9,1
74.7,67.0,1011.4,5.7,5.1,14.0,81.0,71.1,1
73.8,67.3,1008.7,6.0,3.4,15.0,82.9,66.9,1
70.3,58.2,1012.4,17.2,5.4,11.8,84.9,59.0,1
79.8,65.4,1012.3,17.4,5.3,11.8,96.1,66.9,0
75.2,62.8,1015.6,18.0,9.1,17.9,89.1,68.0,1
73.6,63.7,1015.9,16.5,6.6,10.9,87.1,68.0,1
74.4,67.2,1015.6,14.0,6.7,15.0,84.9,69.1,1
77.3,67.0,1015.2,13.7,5.0,15.9,87.1,66.0,1
71.9,65.0,1015.7,14.2,3.9,19.8,84.9,63.0,1
72.7,62.7,1014.5,14.6,3.0,8.0,89.1,60.1,0
77.8,65.4,1012.7,16.3,7.4,15.9,90.0,66.0,0
82.5,66.9,1008.8,18.4,12.7,19.8,97.0,71.1,0
81.9,69.4,1012.0,16.6,7.5,14.0,90.0,78.1,1
75.3,64.1,1019.5,15.9,4.5,9.9,82.0,68.0,0
69.1,57.4,1022.9,19.1,3.3,7.0,78.1,60.1,0
69.9,57.8,1021.4,19.9,5.6,11.8,81.0,59.0,0
76.3,64.5,1016.1,12.9,6.1,9.9,91.9,66.0,0
82.3,66.8,1012.6,11.5,7.5,15.0,93.0,71.1,0
73.2,58.8,1015.5,15.1,7.6,12.8,89.1,63.0,1
65.5,51.9,1016.5,20.0,4.7,8.9,73.9,55.9,0
64.7,52.7,1015.4,18.2,3.3,10.9,73.0,55.0,1
66.6,55.5,1013.3,17.9,3.4,12.8,84.0,55.9,1
62.4,49.7,1014.6,18.0,2.5,11.8,73.9,55.0,1
59.7,50.4,1017.5,19.3,5.8,14.0,63.0,52.0,1
55.7,48.6,1022.0,16.5,6.5,12.8,64.0,51.1,1
54.4,42.2,1023.9,17.6,2.7,9.9,66.9,42.1,0
57.8,44.9,1021.3,18.2,2.2,8.0,71.1,46.0,0
58.9,46.6,1021.4,17.0,6.8,15.9,70.0,48.0,0
60.7,52.7,1018.3,12.6,7.5,9.9,69.1,55.9,1
65.2,57.7,1017.2,6.4,4.7,11.8,82.9,53.1,0
71.7,60.8,1016.2,11.6,4.2,9.9,84.0,57.9,0
71.1,59.8,1015.4,9.4,5.6,12.8,82.9,59.0,0
74.3,65.1,1011.5,8.2,8.2,15.0,84.9,64.9,0
71.1,64.6,1007.8,7.7,6.6,12.8,82.0,66.0,1
57.0,51.5,1014.5,9.9,11.9,18.8,64.9,53.1,1
50.3,38.4,1024.8,18.5,5.7,15.0,62.1,39.9,0
56.1,41.7,1024.3,17.6,4.4,15.9,75.0,41.0,0
64.5,48.5,1019.2,19.9,3.7,7.0,81.0,52.0,0
66.4,56.0,1019.4,13.7,1.3,5.8,81.0,53.1,0
69.9,55.6,1017.0,15.5,3.9,9.9,84.9,60.1,0
69.6,53.9,1016.4,13.2,1.2,8.0,90.0,52.0,0
71.4,54.3,1014.8,16.5,4.5,11.8,84.0,61.0,0
62.1,47.9,1023.0,18.2,3.7,9.9,71.1,55.9,0
57.5,42.3,1025.7,17.2,6.4,15.0,64.0,46.9,0
53.0,37.0,1027.0,18.6,3.1,8.0,66.0,41.0,0
60.6,43.8,1021.1,17.4,11.5,22.0,75.0,48.9,1
60.7,44.7,1017.3,18.6,9.0,15.9,73.9,46.0,0
63.0,46.8,1016.2,16.5,3.4,12.8,81.0,48.0,0
68.4,47.0,1005.5,19.1,4.1,11.8,91.0,50.0,0
68.1,56.2,999.0,14.5,7.4,14.0,81.0,57.9,0
58.9,38.8,1007.7,17.0,12.3,16.9,73.9,50.0,1
55.7,33.7,1017.3,19.9,4.7,15.9,81.0,37.0,0
51.3,26.3,1026.6,17.4,7.7,15.0,71.1,39.9,0
46.4,28.7,1026.4,14.9,3.4,9.9,57.9,35.1,0
46.9,26.5,1031.4,19.7,5.4,15.0,60.1,35.1,0
56.7,36.4,1022.5,18.4,9.8,15.9,80.1,44.1,0
68.7,55.1,1009.8,13.4,12.8,17.9,79.0,62.1,1
